epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,7669.36,0.13045,0.62791,0.86455,0.67374,0.9,0.65224,0.63541,0.12386,0.73923,0.65829,0.000515,0.000515,0.000515
77,7757.18,0.14814,0.68698,0.86612,0.67378,0.9,0.66498,0.65391,0.11227,0.69935,0.65273,0.0004952,0.0004952,0.0004952
78,7847.58,0.16143,0.71734,0.8855,0.6738,0.9,0.6744,0.67078,0.1042,0.66439,0.64562,0.0004754,0.0004754,0.0004754
79,7937.46,0.11452,0.57165,0.83643,0.6738,0.9,0.65867,0.65465,0.11504,0.69885,0.64897,0.0004556,0.0004556,0.0004556
80,8024.87,0.11655,0.61126,0.85657,0.6738,0.9,0.65518,0.64589,0.0823,0.68629,0.64864,0.0004358,0.0004358,0.0004358
81,8108.69,0.12853,0.61362,0.85411,0.67385,0.9,0.76055,0.7501,0.08834,0.66399,0.64852,0.000416,0.000416,0.000416
82,8233.17,0.11849,0.58816,0.86455,0.67384,0.9,0.67244,0.65923,0.08636,0.6511,0.6509,0.0003962,0.0003962,0.0003962
83,8326.89,0.12225,0.61587,0.85472,0.67379,0.9,0.67111,0.65677,0.09593,0.68009,0.65231,0.0003764,0.0003764,0.0003764
84,8435.37,0.115,0.60994,0.86352,0.67377,0.9,0.66673,0.65261,0.07906,0.68368,0.6465,0.0003566,0.0003566,0.0003566
85,8520.33,0.1303,0.66285,0.86274,0.67376,0.9,0.67555,0.65972,0.09697,0.65296,0.64314,0.0003368,0.0003368,0.0003368
86,8638.9,0.12747,0.65234,0.86788,0.67375,0.9,0.66945,0.66116,0.09415,0.67093,0.64265,0.000317,0.000317,0.000317
87,8727.15,0.1182,0.60968,0.85287,0.67373,0.9,0.66779,0.65961,0.09607,0.69124,0.64675,0.0002972,0.0002972,0.0002972
88,8833.82,0.11176,0.60484,0.85262,0.67374,0.9,0.66987,0.66566,0.08513,0.65741,0.64178,0.0002774,0.0002774,0.0002774
89,8920.88,0.11446,0.59994,0.83076,0.67377,0.9,0.68904,0.68478,0.09276,0.63037,0.63927,0.0002576,0.0002576,0.0002576
